Timeframe name,From (date),To (date),Material name,Material code,Quantity,Unit,Location,Comments
May 2016,01/05/16,31/05/16,water,MF9,34729.03,ML,Voëlvlei,
June 2016,01/06/16,30/06/16,water,MF9,38032.17,ML,Voëlvlei,
July 2016,01/07/16,31/07/16,water,MF9,64651.65,ML,Voëlvlei,
August 2016,01/08/16,31/08/16,water,MF9,95502.94,ML,Voëlvlei,
September 2016,01/09/16,30/09/16,water,MF9,111146.2,ML,Voëlvlei,
October 2016,01/10/16,31/10/16,water,MF9,117238.68,ML,Voëlvlei,
November 2016,01/11/16,30/11/16,water,MF9,109819.77,ML,Voëlvlei,
December 2016,01/12/16,31/12/16,water,MF9,94546.23,ML,Voëlvlei,
January 2017,01/01/17,31/01/17,water,MF9,75538.0,ML,Voëlvlei,
February 2017,01/02/17,28/02/17,water,MF9,59991.34,ML,Voëlvlei,
March 2017,01/03/17,31/03/17,water,MF9,45791.62,ML,Voëlvlei,
April 2017,01/04/17,30/04/17,water,MF9,34509.1,ML,Voëlvlei,
May 2017,01/05/17,31/05/17,water,MF9,26423.55,ML,Voëlvlei,
June 2017,01/06/17,30/06/17,water,MF9,28595.1,ML,Voëlvlei,
July 2017,01/07/17,31/07/17,water,MF9,34023.12,ML,Voëlvlei,
August 2017,01/08/17,31/08/17,water,MF9,37558.0,ML,Voëlvlei,
September 2017,01/09/17,30/09/17,water,MF9,42855.39,ML,Voëlvlei,
October 2017,01/10/17,31/10/17,water,MF9,44436.19,ML,Voëlvlei,
November 2017,01/11/17,30/11/17,water,MF9,44380.77,ML,Voëlvlei,
December 2017,01/12/17,31/12/17,water,MF9,39463.81,ML,Voëlvlei,
